"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","isInCluster","inCluster","geodeticDatum","class","countryCode","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","recordedBy","catalogNumber","institutionCode","eventTime","identifiedBy","http://unknown.org/captive","identificationID","reproductiveCondition","occurrenceRemarks","identificationRemarks","projectId","individualCount","informationWithheld"
"43","Asclepias linaria Cav.",-102.890188,21.16786,"cdround","gbif","2609125338","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:41:16.928+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-04-17T04:05:50",104,"Jalisco",2020,3,3,2020-03-03,"2020-06-13T02:58:45.000+00:00","2022-02-25T19:41:16.928+00:00","https://www.inaturalist.org/observations/42369721","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Gilberto Ponce Tejeda","42369721","poncetejedai_tutor","2020/03/03 12:43 PM CST","iNaturalist research-grade observations","Yahualica de González Gallo, Jal., México","2609125338","Observations","https://www.inaturalist.org/observations/42369721","62295","Gilberto Ponce Tejeda","42369721","iNaturalist","18:43:00Z","Gilberto Ponce Tejeda","wild","95898925","no evidence of flowering",NA,NA,NA,NA,NA
"44","Asclepias linaria Cav.",-101.145338,21.837408,"cdround,cudc,osiic","gbif","2646717290","Asclepias linaria Cav.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:36.363+00:00",22,"da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE",NA,NA,NA,2020,3,8,2020-03-08,NA,"2022-01-29T13:05:36.363+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico",NA,"q-10134722767",NA,NA,NA,NA,"2646717290",NA,"q-10134722767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries",1,NA
"45","Asclepias linaria Cav.",-101.145338,21.837408,"cdround,cudc,osiic","gbif","2647232283","Asclepias linaria Cav.","14d5676a-2c54-4f94-9023-1e8dcd822aa0","da86174a-a605-43a4-a5e8-53d484152cd3","fe1a98a6-82b8-4652-86d6-d0f938207f67","FR","DWC_ARCHIVE","2021-11-20T15:33:42.330+00:00","2022-01-29T13:05:36.795+00:00",22,"da86174a-a605-43a4-a5e8-53d484152cd3","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE",NA,NA,NA,2020,3,8,2020-03-08,NA,"2022-01-29T13:05:36.795+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico",NA,"q-10134722096",NA,NA,NA,NA,"2647232283",NA,"q-10134722096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"queries",1,NA
"46","Asclepias linaria Cav.",-100.195698,21.002995,"cdround","gbif","3070258938","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T20:11:10.986+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-06-20T01:10:33",NA,"Guanajuato",2020,3,2,2020-03-02,"2020-06-22T16:00:16.000+00:00","2022-02-25T20:11:10.986+00:00","https://www.inaturalist.org/observations/50215084","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Oscar Alejandro Morales Juárez","50215084","alexmor","2020/03/02 2:39 PM CST","iNaturalist research-grade observations","Tierra Blanca, Gto., México","3070258938","Observations","https://www.inaturalist.org/observations/50215084","62295","Oscar Alejandro Morales Juárez","50215084","iNaturalist","20:39:00Z","Oscar Alejandro Morales Juárez","wild","111475267","no evidence of flowering",NA,NA,NA,NA,NA
"47","Asclepias linaria Cav.",-101.917092,20.988035,"cdround","gbif","3070426381","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:35:30.943+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-12-09T23:55:29",NA,"Jalisco",2020,3,19,2020-03-19,"2020-12-12T02:23:36.000+00:00","2022-02-25T19:35:30.943+00:00","https://www.inaturalist.org/observations/66353679","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Oscar Alejandro Morales Juárez","66353679","alexmor","2020/03/19 12:52 PM CST","iNaturalist research-grade observations","Purísima del Rincón, Gto., México","3070426381","Observations","https://www.inaturalist.org/observations/66353679","62295","Oscar Alejandro Morales Juárez","66353679","iNaturalist","18:52:00Z","Oscar Alejandro Morales Juárez","wild","145540721","flowering",NA,NA,NA,NA,NA
"48","Asclepias linaria Cav.",-101.917122,20.988033,"cdround","gbif","3070597343","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:35:41.806+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-12-09T23:55:29",NA,"Jalisco",2020,3,19,2020-03-19,"2020-12-12T02:23:39.000+00:00","2022-02-25T19:35:41.806+00:00","https://www.inaturalist.org/observations/66353678","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Oscar Alejandro Morales Juárez","66353678","alexmor","2020/03/19 12:52 PM CST","iNaturalist research-grade observations","Purísima del Rincón, Jalisco, Mexico","3070597343","Observations","https://www.inaturalist.org/observations/66353678","62295","Oscar Alejandro Morales Juárez","66353678","iNaturalist","18:52:00Z","Oscar Alejandro Morales Juárez","wild","145540720","flowering",NA,NA,NA,NA,NA
"49","Asclepias linaria Cav.",-99.110204,19.584235,"cdround","gbif","2603432560","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T20:11:12.769+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-04-12T01:29:43",1925,"México",2020,4,11,2020-04-11,"2020-06-13T02:58:54.000+00:00","2022-02-25T20:11:12.769+00:00","https://www.inaturalist.org/observations/41964064","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Clara Patricia Roldán","41964064","clarapatriciaroldn","Sat Apr 11 2020 11:01:01 GMT-0500 (CDT)","iNaturalist research-grade observations","Ecatepec, Edomex, MX","2603432560","Observations","https://www.inaturalist.org/observations/41964064","62295","Clara Patricia Roldán","41964064","iNaturalist","16:01:01Z","Clara Patricia Roldán","wild","94954951","flowering",NA,NA,NA,NA,NA
"50","Asclepias linaria Cav.",-98.39654,19.065886,"cdround","gbif","2609126927","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:43:16.363+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-04-20T23:03:50",NA,"Puebla",2020,4,20,2020-04-20,"2020-07-27T00:20:49.000+00:00","2022-02-25T19:43:16.363+00:00","https://www.inaturalist.org/observations/42712316","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Bodo","42712316","bodofzt","2020/04/20 12:08 PM CDT","iNaturalist research-grade observations","San Jerónimo Tecuanipan, Pue., México","2609126927","Observations","https://www.inaturalist.org/observations/42712316","62295","Bodo","42712316","iNaturalist","17:08:00Z","Bodo","wild","96621851","flowering",NA,NA,NA,NA,NA
"51","Asclepias linaria Cav.",-110.713287,32.323142,"cdround","gbif","2609294383","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:55:24.083+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-04-23T18:19:36",5,"Arizona",2020,4,23,2020-04-23,"2020-04-27T19:41:54.000+00:00","2022-02-25T19:55:24.083+00:00","https://www.inaturalist.org/observations/42976020","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","US","United States of America","Tony Palmer","42976020","entomo-logic","Thu Apr 23 2020 09:13:14 GMT-0700 (MST)","iNaturalist research-grade observations","Coronado National Forest, Tucson, AZ, US","2609294383","Observations","https://www.inaturalist.org/observations/42976020","62295","Tony Palmer","42976020","iNaturalist","15:13:14Z","Tony Palmer","wild","97165811",NA,NA,NA,NA,NA,NA
"52","Asclepias linaria Cav.",-101.194983,19.70595,"cdround","gbif","2611078825","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T20:11:29.026+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-04-29T01:05:12",16829,"Michoacán",2020,4,28,2020-04-28,"2020-09-22T22:43:06.000+00:00","2022-02-25T20:11:29.026+00:00","https://www.inaturalist.org/observations/44203570","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","wendy_ma","44203570","wendy_ma","2020-04-28 7:25:55 PM CDT","iNaturalist research-grade observations","Morelia","2611078825","Observations","https://www.inaturalist.org/observations/44203570","62295","wendy_ma","44203570","iNaturalist","06:25:55Z","wendy_ma","wild","99240150","flowering",NA,NA,NA,NA,NA
"53","Asclepias linaria Cav.",-99.138292,19.257972,"cdround","gbif","2802779526","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:52:48.156+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-06-17T06:34:53",8,"Distrito Federal",2020,4,6,2020-04-06,"2020-06-22T15:43:49.000+00:00","2022-02-25T19:52:48.156+00:00","https://www.inaturalist.org/observations/49921476","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","mvz-juangonzalezromero","49921476","mvz-juangonzalezromero","2020/04/06 10:47 AM UTC","iNaturalist research-grade observations","Santa María Tepepan, Ciudad de México, CDMX, México","2802779526","Observations","https://www.inaturalist.org/observations/49921476","62295","mvz-juangonzalezromero","49921476","iNaturalist",NA,"mvz-juangonzalezromero","wild","110890295","flowering",NA,NA,NA,NA,NA
"54","Asclepias linaria Cav.",-99.167173,19.991669,"cdround","gbif","2859962039","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:35:24.227+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-08-31T02:42:10",149,"México",2020,4,11,2020-04-11,"2020-09-22T22:12:05.000+00:00","2022-02-25T19:35:24.227+00:00","https://www.inaturalist.org/observations/58114865","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Alicia Rodríguez-Hernández","58114865","micoali23","2020/04/11 7:00 PM CDT","iNaturalist research-grade observations","Apaxco, Méx., México","2859962039","Observations","https://www.inaturalist.org/observations/58114865","62295","Alicia Rodríguez-Hernández","58114865","iNaturalist","00:00:00Z","Alicia Rodríguez-Hernández","wild","127232149","no evidence of flowering",NA,NA,NA,NA,NA
"55","Asclepias linaria Cav.",-99.167597,19.991075,"cdround","gbif","2860112188","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:51:51.914+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-09-01T03:40:49",188,"México",2020,4,25,2020-04-25,"2020-09-11T21:27:07.000+00:00","2022-02-25T19:51:51.914+00:00","https://www.inaturalist.org/observations/58215744","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Alicia Rodríguez-Hernández","58215744","micoali23","2020/04/25 5:14 PM CDT","iNaturalist research-grade observations","Apaxco, Méx., México","2860112188","Observations","https://www.inaturalist.org/observations/58215744","62295","Alicia Rodríguez-Hernández","58215744","iNaturalist","22:14:00Z","Alicia Rodríguez-Hernández","wild","127444440","flowering",NA,NA,NA,NA,NA
"56","Asclepias linaria Cav.",-100.79584,25.388438,"cdround","gbif","2626315438","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T20:11:06.104+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-05-18T16:50:56",NA,"Coahuila",2020,5,15,2020-05-15,"2020-07-27T00:19:39.000+00:00","2022-02-25T20:11:06.104+00:00","https://www.inaturalist.org/observations/46389907","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","arturoc","46389907","arturoc","2020/05/15 10:20 AM CDT","iNaturalist research-grade observations","Arteaga, Coah., México","2626315438","Observations","https://www.inaturalist.org/observations/46389907","62295","arturoc","46389907","iNaturalist","15:20:00Z","arturoc","wild","103880675","flowering",NA,NA,NA,NA,NA
"57","Asclepias linaria Cav.",-99.138572,19.257538,"cdround","gbif","2626645482","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:34:02.212+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-05-15T18:28:44",6,"Distrito Federal",2020,5,6,2020-05-06,"2020-05-19T02:23:07.000+00:00","2022-02-25T19:34:02.212+00:00","https://www.inaturalist.org/observations/45995605","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","mvz-juangonzalezromero","45995605","mvz-juangonzalezromero","Wed May 06 2020 11:00:41 GMT-0500 (CDT)","iNaturalist research-grade observations","Santa María Tepepan, Ciudad de México, CDMX, MX","2626645482","Observations","https://www.inaturalist.org/observations/45995605","62295","mvz-juangonzalezromero","45995605","iNaturalist","11:00:41Z","mvz-juangonzalezromero","wild","103097065","flowering|fruiting",NA,NA,NA,NA,NA
"58","Asclepias linaria Cav.",-98.336992,18.98449,"cdround","gbif","2634123514","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:45:18.890+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-05-31T03:27:13",NA,"Puebla",2020,5,30,2020-05-30,"2020-06-10T22:07:52.000+00:00","2022-02-25T19:45:18.890+00:00","https://www.inaturalist.org/observations/47937814","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Bodo","47937814","bodofzt","2020/05/30 6:25 PM CDT","iNaturalist research-grade observations","Ocoyucan, Pue., México","2634123514","Observations","https://www.inaturalist.org/observations/47937814","62295","Bodo","47937814","iNaturalist","23:25:00Z","Bodo","wild","106904769","flowering",NA,NA,NA,NA,NA
"59","Asclepias linaria Cav.",-108.926899,28.371576,"cdround","gbif","2802872614","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T20:11:46.070+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-06-25T22:31:30",903,"Sonora",2020,5,24,2020-05-24,"2020-07-08T01:05:38.000+00:00","2022-02-25T20:11:46.070+00:00","https://www.inaturalist.org/observations/50931559","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Iván Zurita","50931559","zuritaaivan","2020/05/24 12:23 PM CDT","iNaturalist research-grade observations","Yécora, Son., México","2802872614","Observations","https://www.inaturalist.org/observations/50931559","62295","Iván Zurita","50931559","iNaturalist","17:23:00Z","Iván Zurita","wild","112871513","fruiting",NA,NA,NA,NA,NA
"60","Asclepias linaria Cav.",-102.988633,21.108159,"cdround","gbif","2850976602","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:52:02.213+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-06-12T03:38:05",146,"Jalisco",2020,5,31,2020-05-31,"2020-08-22T08:16:22.000+00:00","2022-02-25T19:52:02.213+00:00","https://www.inaturalist.org/observations/49294393","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","Gilberto Ponce Tejeda","49294393","poncetejedai_tutor","2020/05/31 3:10 PM CDT","iNaturalist research-grade observations","ADVC Las Paredes","2850976602","Observations","https://www.inaturalist.org/observations/49294393","62295","Gilberto Ponce Tejeda","49294393","iNaturalist","20:10:00Z","Gilberto Ponce Tejeda","wild","109632171","no evidence of flowering",NA,NA,NA,NA,NA
"61","Asclepias linaria Cav.",-101.149665,22.078388,"cdround","gbif","2641292996","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:34:17.965+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-06-07T05:59:21",NA,"San Luis Potosí",2020,6,5,2020-06-05,"2020-09-22T22:42:12.000+00:00","2022-02-25T19:34:17.965+00:00","https://www.inaturalist.org/observations/48747015","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","joshicas90","48747015","joshicas90","2020/06/05 8:05 PM CDT","iNaturalist research-grade observations","Mexquitic de Carmona, S.L.P., México","2641292996","Observations","https://www.inaturalist.org/observations/48747015","62295","joshicas90","48747015","iNaturalist","01:05:00Z","joshicas90","wild","108521404","flowering",NA,NA,NA,NA,NA
"62","Asclepias linaria Cav.",-101.149606,22.07838,"cdround","gbif","2641300940","Asclepias linaria Cav.","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2022-02-25T15:36:07.701+00:00","2022-02-25T19:56:20.332+00:00",294,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",3170270,6,7707728,220,412,6701,3170229,3170270,3170270,"Asclepias linaria Cav.","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias linaria","Asclepias","linaria","SPECIES","ACCEPTED","NE","2020-06-07T05:58:46",NA,"San Luis Potosí",2020,6,5,2020-06-05,"2020-09-22T22:42:10.000+00:00","2022-02-25T19:56:20.332+00:00","https://www.inaturalist.org/observations/48746948","http://creativecommons.org/licenses/by-nc/4.0/legalcode",FALSE,FALSE,"WGS84","Magnoliopsida","MX","Mexico","joshicas90","48746948","joshicas90","2020/06/05 8:15 PM CDT","iNaturalist research-grade observations","Mexquitic de Carmona, San Luis Potosí, Mexico","2641300940","Observations","https://www.inaturalist.org/observations/48746948","62295","joshicas90","48746948","iNaturalist","01:15:00Z","joshicas90","wild","108521298","flowering",NA,NA,NA,NA,NA
