prov,latitude,longitude,source
gbif,20.801082,-102.706173,gbif
gbif,19.004946,-98.462996,gbif
gbif,28.204153,-108.39318,gbif
gbif,20.181246,-100.683081,gbif
gbif,19.67505,-101.609507,gbif
gbif,19.381745,-98.309326,gbif
gbif,19.376771,-98.306125,gbif
gbif,19.314817,-99.182516,gbif
gbif,19.257822,-99.138367,gbif
gbif,20.876706,-99.609935,gbif
gbif,28.607225,-108.612253,gbif
gbif,17.908092,-97.428916,gbif
gbif,21.947943,-100.58739,gbif
gbif,22.230173,-100.752692,gbif
gbif,22.751695,-101.331846,gbif
gbif,19.393558,-98.210701,gbif
gbif,20.686113,-99.802453,gbif
gbif,19.3183,-99.194263,gbif
gbif,25.40691,-100.85469,gbif
gbif,20.981337,-100.132347,gbif
gbif,19.31927,-99.193523,gbif
gbif,21.142697,-102.98665,gbif
gbif,17.044712,-96.672675,gbif
gbif,19.321497,-99.192843,gbif
gbif,19.990368,-100.949622,gbif
gbif,20.219778,-100.654458,gbif
gbif,19.986238,-100.731492,gbif
gbif,19.368981,-98.150775,gbif
gbif,20.98768,-100.13759400000001,gbif
gbif,20.918583,-100.71896,gbif
gbif,21.82378,-102.238051,gbif
gbif,21.821793,-102.253585,gbif
gbif,20.025345,-100.707762,gbif
gbif,20.678414,-99.532451,gbif
gbif,21.09877,-100.165115,gbif
gbif,18.318066,-97.375881,gbif
gbif,22.221407,-102.14667,gbif
gbif,19.451802,-98.076566,gbif
gbif,20.025473,-100.703728,gbif
gbif,19.973331,-100.693073,gbif
gbif,21.903542,-100.338076,gbif
gbif,21.969193,-100.625459,gbif
gbif,20.023427,-100.708317,gbif
gbif,20.15641,-100.670623,gbif
gbif,21.685258,-102.23229,gbif
gbif,21.050323,-100.26239,gbif
gbif,20.185458,-99.953858,gbif
gbif,19.262913,-99.181842,gbif
gbif,19.324566,-99.177643,gbif
gbif,19.016488,-99.086364,gbif
gbif,20.739448,-99.73751,gbif
gbif,20.402949,-99.978693,gbif
gbif,19.331084,-99.023183,gbif
gbif,20.417107,-99.277375,gbif
gbif,19.321134,-99.193413,gbif
gbif,24.13128,-100.850625,gbif
gbif,20.02394,-100.706895,gbif
gbif,21.294613,-99.848457,gbif
gbif,19.318303,-99.194313,gbif
gbif,21.191301,-100.203283,gbif
gbif,21.313996,-99.791583,gbif
gbif,22.168888,-102.142331,gbif
gbif,19.317995,-99.193322,gbif
gbif,20.435556,-100.147499,gbif
gbif,19.515959,-101.354098,gbif
gbif,19.059708,-98.236791,gbif
gbif,19.347247,-98.274379,gbif
gbif,18.979917,-98.182022,gbif
gbif,19.3225,-99.191902,gbif
gbif,19.035528,-98.459586,gbif
gbif,20.859013,-100.923867,gbif
gbif,20.871427,-100.057032,gbif
gbif,20.18799,-100.648895,gbif
gbif,20.532636,-99.632332,gbif
gbif,21.9191,-101.871107,gbif
gbif,21.198473,-100.101807,gbif
gbif,21.941667,-100.578056,gbif
gbif,19.310646,-99.193404,gbif
gbif,20.229363,-99.718601,gbif
gbif,20.557703,-99.212631,gbif
gbif,21.928531,-101.91445,gbif
gbif,18.940937,-98.276344,gbif
gbif,22.167315,-100.699823,gbif
gbif,18.99625,-98.454553,gbif
gbif,23.81822,-100.783854,gbif
gbif,21.14465,-102.995034,gbif
gbif,19.89379,-99.168177,gbif
gbif,21.132045,-102.766196,gbif
gbif,22.684722,-103.111944,gbif
gbif,22.109449,-100.987909,gbif
gbif,20.116308,-100.827928,gbif
gbif,19.321247,-97.445983,gbif
gbif,19.296042,-97.681564,gbif
gbif,19.605209,-101.265232,gbif
gbif,19.127703,-97.910278,gbif
gbif,19.125565,-97.585652,gbif
gbif,19.350922,-97.640075,gbif
gbif,19.352211,-97.640739,gbif
gbif,20.177145,-100.661899,gbif
gbif,19.075444,-98.356247,gbif
gbif,19.314258,-97.711608,gbif
gbif,19.279256,-97.671342,gbif
gbif,19.278203,-97.671508,gbif
gbif,20.029806,-99.150667,gbif
gbif,20.920825,-99.687592,gbif
gbif,19.284344,-97.434692,gbif
gbif,20.081084,-103.135014,gbif
gbif,20.081367,-103.135014,gbif
gbif,19.420275,-97.398392,gbif
gbif,19.145394,-97.810211,gbif
gbif,19.151739,-97.814117,gbif
gbif,19.640551,-100.999738,gbif
gbif,19.125186,-97.915908,gbif
gbif,25.177278,-100.234124,gbif
gbif,19.336043,-97.445295,gbif
gbif,17.682113,-97.277101,gbif
gbif,19.322897,-99.192224,gbif
gbif,19.677188,-101.629279,gbif
gbif,19.336117,-97.445283,gbif
gbif,19.322558,-98.048456,gbif
gbif,19.29845,-97.665931,gbif
gbif,19.372597,-97.630944,gbif
gbif,19.31574,-99.186909,gbif
gbif,21.125008,-101.68596,gbif
gbif,20.176085,-104.705113,gbif
gbif,19.370644,-97.522208,gbif
gbif,19.115397,-97.690819,gbif
gbif,19.350194,-97.492036,gbif
gbif,19.065936,-98.396606,gbif
gbif,19.307919,-97.489311,gbif
gbif,23.954931,-104.738332,gbif
gbif,20.089278,-98.694788,gbif
gbif,21.879444,-100.353889,gbif
gbif,19.261258,-99.181768,gbif
gbif,19.300362,-99.184289,gbif
gbif,25.399393,-100.798617,gbif
gbif,19.025497,-98.086206,gbif
gbif,19.0662,-98.347083,gbif
gbif,19.630637,-101.216956,gbif
gbif,22.004894,-102.380212,gbif
gbif,19.299923,-99.181942,gbif
gbif,25.129123,-103.259468,gbif
gbif,19.313242,-99.181314,gbif
gbif,22.814536,-100.483288,gbif
gbif,22.674515,-100.463618,gbif
gbif,20.91919,-100.728304,gbif
gbif,30.2625,-109.585833,gbif
gbif,19.0745,-98.371042,gbif
gbif,30.253877,-109.533933,gbif
gbif,22.70062,-102.36467,gbif
gbif,19.69842,-101.139745,gbif
gbif,25.302397,-105.575983,gbif
gbif,30.284363,-109.570528,gbif
gbif,19.964011,-100.712088,gbif
gbif,30.257688,-109.5885,gbif
gbif,19.006024,-98.458459,gbif
gbif,22.234234,-102.443514,gbif
gbif,20.052295,-103.099393,gbif
gbif,21.860535,-102.537029,gbif
gbif,21.843516,-102.394962,gbif
gbif,21.332395000000002,-102.085512,gbif
gbif,19.963362,-99.840851,gbif
gbif,21.106164,-99.717407,gbif
gbif,20.993989,-99.749562,gbif
gbif,21.323546,-99.833041,gbif
gbif,21.224744,-100.502112,gbif
gbif,19.062089,-98.349639,gbif
gbif,20.532063,-100.361018,gbif
gbif,19.04267,-98.450549,gbif
gbif,21.144652,-101.433635,gbif
gbif,19.0716,-98.392936,gbif
gbif,19.069208,-98.353731,gbif
gbif,21.0225,-101.244722,gbif
gbif,20.754527,-99.757451,gbif
gbif,20.898343,-100.181422,gbif
gbif,20.858912,-100.923865,gbif
gbif,21.161481,-103.028905,gbif
gbif,19.674167,-101.199444,gbif
gbif,22.172781,-100.694761,gbif
gbif,19.367828,-98.226793,gbif
gbif,21.127999,-102.959414,gbif
gbif,19.84644,-97.75354,gbif
gbif,19.8464,-97.7535,gbif
gbif,21.746884,-102.20059,gbif
gbif,22.686429,-100.456967,gbif
gbif,19.36305,-98.183736,gbif
gbif,19.361483,-98.246558,gbif
gbif,19.356053,-98.184851,gbif
gbif,19.67417,-101.199,gbif
gbif,22.093434,-101.100183,gbif
gbif,20.024331,-99.134953,gbif
gbif,22.80627,-101.144257,gbif
gbif,19.342468,-98.321613,gbif
gbif,19.391801,-98.308631,gbif
gbif,19.356903,-98.34252,gbif
gbif,19.381766,-98.30934,gbif
gbif,19.381523,-98.309068,gbif
gbif,19.468388,-98.120778,gbif
gbif,20.009363,-99.062970000000007,gbif
gbif,30.874558,-110.715306,gbif
gbif,19.301982,-99.186045,gbif
gbif,19.591572,-99.065588,gbif
gbif,19.646861,-101.101389,gbif
gbif,22.36357,-100.78145,gbif
gbif,22.027728,-100.947018,gbif
gbif,19.64686,-101.101,gbif
gbif,21.312633,-100.111023,gbif
gbif,20.1206,-99.830081,gbif
gbif,20.120801,-99.830317,gbif
gbif,20.682846,-99.801403,gbif
gbif,20.111966,-98.684009,gbif
gbif,20.121557,-99.830832,gbif
gbif,20.121305,-99.830489,gbif
gbif,19.258265,-99.137535,gbif
gbif,20.698516,-99.783036,gbif
gbif,22.862415,-101.591864,gbif
gbif,20.016581,-99.228516,gbif
gbif,20.001683,-99.380054,gbif
gbif,19.020672,-99.120482,gbif
gbif,19.026068,-99.144172,gbif
gbif,21.042923,-100.044716,gbif
gbif,19.335319,-97.444805,gbif
gbif,20.326599,-99.922544,gbif
gbif,20.406751,-100.08101,gbif
gbif,20.29913,-99.990105,gbif
gbif,20.408673,-100.083389,gbif
gbif,23.507013,-100.958561,gbif
gbif,19.531925,-98.209249,gbif
gbif,21.594634,-100.736861,gbif
gbif,20.023285,-100.715591,gbif
gbif,20.206161,-100.639599,gbif
gbif,19.97061,-100.119,gbif
gbif,19.327039,-99.235833,gbif
gbif,18.78094,-97.7595,gbif
gbif,18.27926,-97.1044,gbif
gbif,21.159699,-103.005677,gbif
gbif,20.79016,-99.724169,gbif
gbif,18.060843,-97.503448,gbif
gbif,20.816944,-100.417222,gbif
gbif,20.701167,-100.4425,gbif
gbif,19.955,-100.137,gbif
gbif,20.152129,-99.909432,gbif
gbif,19.370743,-98.225921,gbif
gbif,19.26631,-97.933575,gbif
gbif,21.144401,-102.969849,gbif
gbif,21.152696,-102.993849,gbif
gbif,19.363103,-98.183918,gbif
gbif,19.363155,-98.183753,gbif
gbif,20.280096,-100.067489,gbif
gbif,22.321668,-102.44234,gbif
gbif,19.381953,-98.309716,gbif
gbif,19.379813,-98.307181,gbif
gbif,19.379821,-98.307181,gbif
gbif,19.38072,-98.307993,gbif
gbif,19.345656,-98.240873,gbif
gbif,19.380941,-98.308335,gbif
gbif,19.380823,-98.308145,gbif
gbif,21.14425,-102.982245,gbif
gbif,20.373234,-99.984072,gbif
gbif,19.356681,-98.341815,gbif
gbif,19.484062,-99.259046,gbif
gbif,20.833389,-100.518555,gbif
gbif,21.278361,-101.449861,gbif
gbif,20.826306,-100.487805,gbif
gbif,20.784693999999998,-99.906528,gbif
gbif,20.750083,-99.972055,gbif
gbif,20.756944,-99.968611,gbif
gbif,20.819778,-99.928889,gbif
gbif,20.748694,-99.965417,gbif
gbif,25.262307,-100.60993,gbif
gbif,20.919027,-100.733531,gbif
gbif,20.831889,-100.522361,gbif
gbif,28.4396,-108.526,gbif
gbif,19.559992,-98.723037,gbif
gbif,20.416805,-99.270509,gbif
gbif,20.79,-99.883889,gbif
gbif,20.767611,-99.923611,gbif
gbif,21.513306,-101.406944,gbif
gbif,20.873333,-99.971389,gbif
gbif,20.917741,-100.72742,gbif
gbif,22.7425,-103.095833,gbif
gbif,22.744444,-103.096111,gbif
gbif,22.7425,-103.092222,gbif
gbif,22.748333,-103.086111,gbif
gbif,20.792778,-99.906111,gbif
gbif,20.761111,-99.934167,gbif
gbif,20.525706,-99.604435,gbif
gbif,22.749444,-103.086111,gbif
gbif,25.083889,-100.713236,gbif
gbif,17.917166,-97.418282,gbif
gbif,20.771111,-99.859167,gbif
gbif,20.952017,-101.252787,gbif
gbif,20.050852,-99.151053,gbif
gbif,16.85,-97.533333,gbif
gbif,20.766556,-99.952472,gbif
gbif,20.756111,-99.822222,gbif
gbif,20.013364,-99.137013,gbif
gbif,20.301336,-100.235333,gbif
gbif,20.153218,-99.903338,gbif
gbif,19.80367,-101.452,gbif
gbif,20.735358,-99.93468,gbif
gbif,19.953813,-102.947963,gbif
gbif,18.449389,-97.485805,gbif
gbif,19.000492,-99.101119,gbif
gbif,19.313351,-99.196533,gbif
gbif,21.393333,-101.518167,gbif
gbif,19.5264,-101.6033,gbif
gbif,22.735833,-103.088889,gbif
gbif,17.49067,-97.35367,gbif
gbif,20.750972,-99.957278,gbif
gbif,20.6775,-99.930278,gbif
gbif,20.748694,-99.965305,gbif
gbif,22.759722,-103.068889,gbif
gbif,22.7425,-103.096111,gbif
gbif,18.783972,-99.971694,gbif
gbif,21.076083,-99.844278,gbif
gbif,22.66861,-100.41778,gbif
gbif,17.97225,-97.57842,gbif
gbif,21.07608,-99.84428,gbif
gbif,30.388778,-110.3715,gbif
gbif,30.326236,-110.346631,gbif
gbif,19.027446,-97.625435,gbif
gbif,25.278825,-100.823997,gbif
gbif,19.701345,-101.136146,gbif
gbif,22.746667,-103.0975,gbif
gbif,22.729444,-102.558333,gbif
gbif,19.9,-99.167,gbif
gbif,20.932778,-100.350389,gbif
gbif,19.54842,-98.79647,gbif
gbif,18.562972,-97.484583,gbif
gbif,21.98575,-100.799639,gbif
gbif,18.95825,-99.012333,gbif
gbif,20.843333,-100.495833,gbif
gbif,30.83045,-110.596783,gbif
gbif,30.819444,-110.548333,gbif
gbif,20.924278,-99.679583,gbif
gbif,29.928611,-109.481667,gbif
gbif,19.362875,-100.132264,gbif
gbif,19.656111,-101.367778,gbif
gbif,19.65611,-101.36778,gbif
gbif,16.94083,-96.39972,gbif
gbif,19.32028,-99.19417,gbif
gbif,16.94356,-96.40042,gbif
gbif,16.94397,-96.40206,gbif
gbif,19.561667,-101.358333,gbif
gbif,19.636217,-101.327531,gbif
gbif,16.9498,-96.3921,gbif
gbif,19.56167,-101.35833,gbif
gbif,21.62294,-102.86675,gbif
gbif,16.95881,-96.38531,gbif
gbif,20.113056,-102.883333,gbif
gbif,18.562889,-97.470278,gbif
gbif,17.88812,-97.43216,gbif
gbif,18.982561,-99.487544,gbif
gbif,19.630556,-101.333333,gbif
gbif,19.63056,-101.33333,gbif
gbif,25.248034,-100.842648,gbif
gbif,21.118102,-99.734348,gbif
gbif,17.889667,-97.426306,gbif
gbif,17.651639,-97.437083,gbif
gbif,19.663611,-101.365278,gbif
gbif,30.333333,-109.616667,gbif
gbif,18.55325,-97.632722,gbif
gbif,17.855667,-97.359028,gbif
gbif,17.642111,-97.122194,gbif
gbif,20.740833,-100.408611,gbif
gbif,20.824444,-100.763611,gbif
gbif,19.3359,-97.44563,gbif
gbif,18.27325,-97.115361,gbif
gbif,21.777833,-102.53205,gbif
gbif,20.725,-101.39417,gbif
gbif,19.605279,-101.674098,gbif
gbif,18.236278,-97.572472,gbif
gbif,18.781167,-97.487639,gbif
gbif,21.164167,-99.662222,gbif
gbif,18.216111,-97.530694,gbif
gbif,17.503,-97.46881,gbif
gbif,24.230999,-100.068283,gbif
gbif,21.6952,-103.1753,gbif
gbif,17.593694,-97.079917,gbif
gbif,20.746941,-100.30062,gbif
gbif,26.37472,-102.29194,gbif
gbif,18.201,-97.528278,gbif
gbif,18.663333,-97.456389,gbif
gbif,17.937778,-97.286667,gbif
gbif,25.492222,-100.384722,gbif
gbif,20.692778,-100.372222,gbif
gbif,21.208611,-99.732222,gbif
gbif,21.20861,-99.7322,gbif
gbif,30.871944,-110.721389,gbif
gbif,19.990744,-100.1306,gbif
gbif,19.664167,-100.286667,gbif
gbif,19.9975,-100.131667,gbif
gbif,19.9975,-100.13167,gbif
gbif,17.641806,-97.13025,gbif
gbif,24.95268,-104.045122,gbif
gbif,19.961944,-100.147222,gbif
gbif,19.96194,-100.14722,gbif
gbif,17.54639,-98.89139,gbif
gbif,18.155,-97.42111,gbif
gbif,17.2725,-97.998055,gbif
gbif,30.33,-109.62,gbif
gbif,20.801944,-100.525555,gbif
gbif,20.712222,-100.398333,gbif
gbif,18.74,-97.62,gbif
gbif,18.749167,-97.5675,gbif
gbif,17.663889,-97.131667,gbif
gbif,22.916667,-100.416667,gbif
gbif,20.591667,-100.491667,gbif
gbif,22.91667,-100.41667,gbif
gbif,25.174167,-100.123611,gbif
gbif,20.525,-100.341667,gbif
gbif,19.986,-100.088,gbif
gbif,19.985833,-100.0875,gbif
gbif,19.9733,-100.1147,gbif
gbif,18.617778,-97.471944,gbif
gbif,19.3,-104.016667,gbif
gbif,19.98583,-100.088,gbif
gbif,19.969722,-100.1575,gbif
gbif,25.8,-101.46667,gbif
gbif,17.934361,-97.295528,gbif
gbif,17.936,-97.296389,gbif
gbif,20.7225,-100.401667,gbif
gbif,20.691667,-100.371944,gbif
gbif,18.674722,-97.460278,gbif
gbif,18.235833,-97.555833,gbif
gbif,22.71,-103.123333,gbif
gbif,22.826667,-102.62,gbif
gbif,30.365,-109.631,gbif
gbif,30.365278,-109.630556,gbif
gbif,17.688611,-97.42,gbif
gbif,19.003056,-98.171667,gbif
gbif,19.550556,-101.711417,gbif
gbif,22.761667,-103.100833,gbif
gbif,30.36528,-109.63056,gbif
gbif,22.481944,-102.452222,gbif
gbif,20.1125,-99.4625,gbif
gbif,21.0875,-99.729167,gbif
gbif,19.001389,-98.174722,gbif
gbif,21.07099,-99.73255,gbif
gbif,19.00139,-98.17472,gbif
gbif,18.740833,-97.620278,gbif
gbif,21.253611,-99.264722,gbif
gbif,20.516667,-100.333333,gbif
gbif,22.569167,-101.46,gbif
gbif,21.885556,-101.475833,gbif
gbif,20.395833,-104.607222,gbif
gbif,18.763833,-97.76125,gbif
gbif,18.76361,-97.76111,gbif
gbif,27.450833,-107.974722,gbif
gbif,20.909167,-100.414167,gbif
gbif,20.533056,-99.597222,gbif
gbif,20.6125,-100.339444,gbif
gbif,19.27111,-99.17028,gbif
gbif,22.126944,-103.627222,gbif
gbif,20.18333,-100.15,gbif
gbif,22.12694,-103.62722,gbif
gbif,30.824167,-110.554444,gbif
gbif,22.425,-103.150555,gbif
gbif,22.8325,-102.615278,gbif
gbif,22.770278,-102.536111,gbif
gbif,22.603333,-103.085,gbif
gbif,17.536389,-97.435556,gbif
gbif,23.005833,-102.748889,gbif
gbif,17.53647,-97.43547,gbif
gbif,21.813889,-103.421667,gbif
gbif,21.713611,-103.464167,gbif
gbif,22.458611,-102.4025,gbif
gbif,21.5225,-102.795278,gbif
gbif,17.066389,-96.722222,gbif
gbif,20.601389,-100.339444,gbif
gbif,20.271944,-100.2725,gbif
gbif,20.288611,-100.158333,gbif
gbif,20.314833,-100.16,gbif
gbif,22.723333,-103.109444,gbif
gbif,21.602778,-102.018889,gbif
gbif,18.033333,-97.551111,gbif
gbif,22.65,-103.849722,gbif
gbif,18.01666,-97.55,gbif
gbif,18.275,-97.091667,gbif
gbif,18.03333,-97.55,gbif
gbif,20.965278,-100.393889,gbif
gbif,21.96667,-100.9,gbif
gbif,18.016667,-97.55,gbif
gbif,24.930278,-104.784722,gbif
gbif,18.032756,-97.56193,gbif
gbif,18.01667,-97.55,gbif
gbif,24.93028,-104.78472,gbif
gbif,21.855,-103.462,gbif
gbif,21.854722,-103.461667,gbif
gbif,21.85472,-103.45472,gbif
gbif,20.721028,-100.477917,gbif
gbif,20.443,-98.526,gbif
gbif,20.442778,-98.526111,gbif
gbif,20.481944,-98.584444,gbif
gbif,20.44278,-98.52611,gbif
gbif,20.408333,-100.608333,gbif
gbif,20.415,-100.605,gbif
gbif,20.352778,-100.006667,gbif
gbif,24.299,-104.768,gbif
gbif,24.29889,-104.78222,gbif
gbif,20.3,-99.867,gbif
gbif,20.3,-99.866667,gbif
gbif,19.686,-101.038,gbif
gbif,19.685833,-101.0375,gbif
gbif,20.759722,-100.509444,gbif
gbif,21.352778,-103.521667,gbif
gbif,21.726389,-101.653333,gbif
gbif,21.721667,-101.671667,gbif
gbif,20.3745,-100.103944,gbif
gbif,18.218333,-97.673889,gbif
gbif,19.572,-101.573,gbif
gbif,19.572222,-101.572778,gbif
gbif,17.958889,-97.683611,gbif
gbif,19.572223,-101.572788,gbif
gbif,21.919444,-101.386944,gbif
gbif,22.96179,-102.69549,gbif
gbif,21.83167,-102.72,gbif
gbif,21.69833,-102.805,gbif
gbif,19.57222,-101.57278,gbif
gbif,18.051,-97.708,gbif
gbif,18.051111,-97.707778,gbif
gbif,18.05111,-97.70778,gbif
gbif,23.755556,-103.767222,gbif
gbif,21.351,-103.245,gbif
gbif,21.351389,-103.245,gbif
gbif,19.966667,-103.75,gbif
gbif,20.73361,-104.82944,gbif
gbif,21.35139,-103.245,gbif
gbif,21.157,-101.174,gbif
gbif,21.157222,-101.173889,gbif
gbif,21.15728,-101.17383,gbif
gbif,21.348611,-103.243611,gbif
gbif,21.34917,-103.24556,gbif
gbif,22.633333,-103.9,gbif
gbif,26.808528,-103.552833,gbif
gbif,19.541389,-102.225833,gbif
gbif,26.80861,-103.55283,gbif
gbif,21.168,-101.202,gbif
gbif,21.1675,-101.201667,gbif
gbif,19.329167,-97.454722,gbif
gbif,20.902315800511495,-100.16909537846448,gbif
gbif,20.90092686433696,-100.16881836673511,gbif
gbif,20.915,-100.200278,gbif
gbif,20.901944,-100.175,gbif
gbif,19.328358,-97.455142,gbif
gbif,17.95889,-97.68361,gbif
gbif,19.32917,-97.45472,gbif
gbif,21.1675,-101.20167,gbif
gbif,20.823056,-100.524444,gbif
gbif,20.905370717804796,-100.1521509884575,gbif
gbif,21.866111,-101.593056,gbif
gbif,20.904444,-100.151944,gbif
gbif,20.90444,-100.15194,gbif
gbif,17.05,-97.617,gbif
gbif,17.05,-97.616667,gbif
gbif,21.889444,-101.618889,gbif
gbif,17.05,-97.61667,gbif
gbif,28.372,-109.048,gbif
gbif,28.371667,-109.048333,gbif
gbif,24.533056,-105.814722,gbif
gbif,28.37167,-109.04833000000001,gbif
gbif,20.709167,-100.433055,gbif
gbif,20.514,-99.307,gbif
gbif,18.586,-99.619,gbif
gbif,20.520833,-99.298333,gbif
gbif,20.513611,-99.306667,gbif
gbif,18.585833,-99.618611,gbif
gbif,18.58583,-99.61917,gbif
gbif,20.51361,-99.31361,gbif
gbif,20.52083,-99.298330000000007,gbif
gbif,20.561,-99.131,gbif
gbif,20.560556,-99.131389,gbif
gbif,20.390481,-100.266915,gbif
gbif,20.401667,-100.269667,gbif
gbif,20.408333,-100.275,gbif
gbif,20.4,-100.267,gbif
gbif,20.56056,-99.12722,gbif
gbif,17.482,-98.014,gbif
gbif,17.46,-97.934,gbif
gbif,20.318,-102.929,gbif
gbif,20.318056,-102.929167,gbif
gbif,17.481667,-98.014444,gbif
gbif,17.459722,-97.933889,gbif
gbif,20.31806,-102.91806,gbif
gbif,17.45981,-97.93394,gbif
gbif,17.48164,-98.01447,gbif
gbif,26.761667,-103.774167,gbif
gbif,31.316638858377416,-109.3195984152778,gbif
gbif,19.996667,-103.157778,gbif
gbif,19.99667,-103.15778,gbif
gbif,21.85,-103.90889,gbif
gbif,26.645861,-103.629861,gbif
gbif,17.481639,-98.014472,gbif
gbif,20.548,-99.288,gbif
gbif,18.556,-99.659,gbif
gbif,20.5475,-99.288333,gbif
gbif,18.555833,-99.659444,gbif
gbif,21.342667,-100.373333,gbif
gbif,18.55583,-99.65583,gbif
gbif,20.5475,-99.2975,gbif
gbif,19.585,-97.357,gbif
gbif,19.585,-97.356944,gbif
gbif,20.408333,-100.258333,gbif
gbif,19.585,-97.35694,gbif
gbif,21.211667,-103.171667,gbif
gbif,28.39,-109.047,gbif
gbif,21.306,-100.893,gbif
gbif,21.305833,-100.893333,gbif
gbif,28.390278,-109.047222,gbif
gbif,25.44059,-102.182829,gbif
gbif,20.30345674279194,-100.28462290022225,gbif
gbif,20.375,-100.275,gbif
gbif,28.39028,-109.04722,gbif
gbif,21.30583,-100.88917,gbif
gbif,20.614,-100.626,gbif
gbif,21.883,-103.897,gbif
gbif,20.613611,-100.626389,gbif
gbif,21.883056,-103.897222,gbif
gbif,21.916667,-103.9,gbif
gbif,21.876,-103.892,gbif
gbif,20.61361,-100.63028,gbif
gbif,28.373611,-108.933333,gbif
gbif,20.435783,-100.105172,gbif
gbif,28.378056,-109.038889,gbif
gbif,28.63889,-108.80417,gbif
gbif,20.868,-102.604,gbif
gbif,20.879,-102.628,gbif
gbif,20.868056,-102.603889,gbif
gbif,20.878889,-102.628056,gbif
gbif,21.268333,-100.355,gbif
gbif,20.87889,-102.62889,gbif
gbif,20.86806,-102.60139,gbif
gbif,22.917,-100.338,gbif
gbif,22.916667,-100.338056,gbif
gbif,22.91667,-100.33806,gbif
gbif,17.524,-97.982,gbif
gbif,17.524167,-97.982222,gbif
gbif,17.493611,-98.029444,gbif
gbif,17.52417,-97.98222,gbif
gbif,20.821,-104.855,gbif
gbif,20.821389,-104.855,gbif
gbif,21.100556,-99.710833,gbif
gbif,21.091111,-99.710778,gbif
gbif,20.82139,-104.85472,gbif
gbif,21.390278,-102.086111,gbif
gbif,24.842,-104.875,gbif
gbif,19.372,-99.03,gbif
gbif,19.371944,-99.029722,gbif
gbif,29.938333,-109.237222,gbif
gbif,28.388889,-108.804167,gbif
gbif,19.37194,-99.02194,gbif
gbif,24.84222,-104.875,gbif
gbif,18.03333,-97.53333,gbif
gbif,20.867,-99.983,gbif
gbif,19.758,-100.786,gbif
gbif,19.7575,-100.785556,gbif
gbif,17.6067,-97.915,gbif
gbif,20.873659,-99.954761,gbif
gbif,20.564444,-100.270278,gbif
gbif,20.875,-99.908333,gbif
gbif,22.627222,-102.759444,gbif
gbif,20.507222,-100.282778,gbif
gbif,20.752222,-102.853611,gbif
gbif,21.246667,-103.218333,gbif
gbif,20.425,-100.308333,gbif
gbif,20.75222,-102.85222,gbif
gbif,18.25,-97.433333,gbif
gbif,20.408333,-100.101667,gbif
gbif,17.45,-97.95,gbif
gbif,19.01,-98.104,gbif
gbif,24.065556,-99.457222,gbif
gbif,19.025,-98.113889,gbif
gbif,20.871389,-100.166667,gbif
gbif,19.025,-98.10417,gbif
gbif,20.914449,-100.745235,gbif
gbif,16.917,-96.4,gbif
gbif,16.916667,-96.4,gbif
gbif,28.383333,-108.85,gbif
gbif,28.391667,-108.725,gbif
gbif,24.066,-99.457,gbif
gbif,24.06556,-99.45722,gbif
gbif,21.314,-102.799,gbif
gbif,21.313889,-102.798611,gbif
gbif,18.216667,-97.616667,gbif
gbif,20.902297,-100.198134,gbif
gbif,18.217,-97.617,gbif
gbif,21.31389,-102.79722,gbif
gbif,21.00722,-103.1875,gbif
gbif,21.05,-101.25,gbif
gbif,21.015,-101.255,gbif
gbif,21.366667,-101.233333,gbif
gbif,20.553889,-99.979444,gbif
gbif,20.778889,-104.893333,gbif
gbif,20.535728,-99.993611,gbif
gbif,21.16666,-101.16666,gbif
gbif,20.915939,-99.76701,gbif
gbif,19.865,-101.451,gbif
gbif,19.865278,-101.450556,gbif
gbif,23.67,-100.18,gbif
gbif,23.913331,-100.170561,gbif
gbif,26.97167,-108.99167,gbif
gbif,19.86528,-101.46528,gbif
gbif,21.043889,-100.814167,gbif
gbif,21.387,-101.968,gbif
gbif,21.386667,-101.968333,gbif
gbif,21.38667,-101.97,gbif
gbif,22.65,-103.85,gbif
gbif,22.65,-103.83333,gbif
gbif,19.006,-98.096,gbif
gbif,17.2617,-97.375,gbif
gbif,19.025,-98.1125,gbif
gbif,23.425,-99.275,gbif
gbif,20.165833,-103.629167,gbif
gbif,23.7,-101.928333,gbif
gbif,20.165278,-103.623889,gbif
gbif,22.230528,-103.298111,gbif
gbif,19.031,-98.112,gbif
gbif,24.2,-100.06,gbif
gbif,24.200639,-100.07497,gbif
gbif,24.200281,-100.074719,gbif
gbif,20.68675,-99.804444,gbif
gbif,28.397,-108.794,gbif
gbif,29.967,-109.167,gbif
gbif,29.966667,-109.166667,gbif
gbif,28.397222,-108.794444,gbif
gbif,29.975,-109.175,gbif
gbif,28.39722,-108.79444,gbif
gbif,21.501667,-100.440278,gbif
gbif,24.046,-104.308,gbif
gbif,25.21667,-100.1417,gbif
gbif,25.216667,-100.141667,gbif
gbif,25.225,-100.13889,gbif
gbif,20.75,-99.283333,gbif
gbif,20.65,-99.233333,gbif
gbif,22.496667,-103.636667,gbif
gbif,22.315,-104.025,gbif
gbif,24.1,-99.81,gbif
gbif,24.099439,-99.817219,gbif
gbif,18.255833,-97.446667,gbif
gbif,19.975556,-103.228611,gbif
gbif,18.25583,-97.44667,gbif
gbif,19.317,-98.235,gbif
gbif,21.273,-100.55,gbif
